CVE,Vendor,Product,Name
CVE-2018-7602,Drupal,Core,Drupal Core Remote Code Execution Vulnerability
CVE-2018-20753,Kaseya,Virtual System/Server Administrator (VSA),Kaseya VSA Remote Code Execution Vulnerability
CVE-2015-5123,Adobe,Flash Player,Adobe Flash Player Use-After-Free Vulnerability
CVE-2015-5122,Adobe,Flash Player,Adobe Flash Player Use-After-Free Vulnerability
CVE-2015-3113,Adobe,Flash Player,Adobe Flash Player Heap-Based Buffer Overflow Vulnerability
CVE-2015-2502,Microsoft,Internet Explorer,Microsoft Internet Explorer Memory Corruption Vulnerability
CVE-2015-0313,Adobe,Flash Player,Adobe Flash Player Use-After-Free Vulnerability
CVE-2015-0311,Adobe,Flash Player,Adobe Flash Player Remote Code Execution Vulnerability
CVE-2014-9163,Adobe,Flash Player,Adobe Flash Player Stack-Based Buffer Overflow Vulnerability
CVE-2022-22954,VMware,Workspace ONE Access and Identity Manager,VMware Workspace ONE Access and Identity Manager Server-Side Template Injection Vulnerability
CVE-2022-22960,VMware,Multiple Products,VMware Multiple Products Privilege Escalation Vulnerability
CVE-2022-1364,Google,Chromium V8 Engine,Google Chromium V8 Type Confusion Vulnerability
CVE-2019-3929,Crestron,Multiple Products,Crestron Multiple Products Command Injection Vulnerability
CVE-2019-16057,D-Link,DNS-320 Storage Device,D-Link DNS-320 Remote Code Execution Vulnerability
CVE-2018-7841,Schneider Electric,U.motion Builder,Schneider Electric U.motion Builder SQL Injection Vulnerability
CVE-2016-4523,Trihedral,VTScada (formerly VTS),Trihedral VTScada (formerly VTS) Denial-of-Service Vulnerability
CVE-2014-0780,InduSoft,Web Studio,InduSoft Web Studio NTWebServer Directory Traversal Vulnerability
CVE-2010-5330,Ubiquiti,AirOS,Ubiquiti AirOS Command Injection Vulnerability
CVE-2007-3010,Alcatel,OmniPCX Enterprise,Alcatel OmniPCX Enterprise Remote Code Execution Vulnerability
CVE-2018-6882,Zimbra,Collaboration Suite (ZCS),Zimbra Collaboration Suite (ZCS) Cross-Site Scripting (XSS) Vulnerability
CVE-2019-3568,Meta Platforms,WhatsApp,WhatsApp VOIP Stack Buffer Overflow Vulnerability
CVE-2022-22718,Microsoft,Windows,Microsoft Windows Print Spooler Privilege Escalation Vulnerability
CVE-2022-29464,WSO2,Multiple Products,WSO2 Multiple Products Unrestrictive Upload of File Vulnerability
CVE-2022-26904,Microsoft,Windows,Microsoft Windows User Profile Service Privilege Escalation Vulnerability
CVE-2022-21919,Microsoft,Windows,Microsoft Windows User Profile Service Privilege Escalation Vulnerability
CVE-2022-0847,Linux,Kernel,Linux Kernel Privilege Escalation Vulnerability
CVE-2021-41357,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability
CVE-2021-40450,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability
CVE-2019-1003029,Jenkins,Script Security Plugin,Jenkins Script Security Plugin Sandbox Bypass Vulnerability
